115	5万-15万	12.48	18.98	12.48,13.68,12.78,13.98,13.78,14.98,15.48,16.68,18.98,	官方出厂价格	2012-05-07 20:00:00
85	5万-15万	6.98	9.68	6.98,7.48,7.98,8.68,8.48,8.98,9.68,	官方出厂价格	2012-05-07 20:00:00
427	45万-55万	49.80	50.80	49.80,50.80,	官方出厂价格	2012-05-07 20:00:00
493	5万-15万	7.68	9.68	7.68,8.68,9.68,8.18,9.18,9.68,	官方出厂价格	2012-05-07 20:00:00
530	5万-15万	10.98	16.98	10.98,11.68,12.98,11.68,12.98,12.58,14.38,14.68,12.98,14.88,16.98,11.68,12.98,10.98,11.68,12.98,14.78,12.58,14.38,14.88,16.98,	官方出厂价格	2012-05-07 20:00:00
1257	5万-15万	11.18	11.98	11.18,11.98,	官方出厂价格	2012-05-07 20:00:00
553	45万-55万	33.98	49.80	33.98,49.80,49.80,	官方出厂价格	2012-05-07 20:00:00
515	5万-15万	12.34	21.09	12.34,12.85,14.05,13.70,14.90,13.15,14.35,14.70,16.10,16.70,16.90,18.05,21.09,12.34,13.54,13.70,14.90,16.55,14.00,15.20,14.70,14.93,16.10,17.75,16.90,18.55,	官方出厂价格	2012-05-07 20:00:00
111	15万-25万	22.50	24.98	22.50,23.38,24.98,	官方出厂价格	2012-05-07 20:00:00
107	25万-35万	20.90	30.80	20.90,21.90,26.80,28.80,30.80,	官方出厂价格	2012-05-07 20:00:00
428	25万-35万	24.39	29.46	24.39,25.89,29.46,	官方出厂价格	2012-05-07 20:00:00
130	5万-15万	9.98	14.18	9.98,10.98,11.28,12.08,12.08,12.98,13.18,14.18,	官方出厂价格	2012-05-07 20:00:00
441	15万-25万	14.98	20.58	14.98,16.98,19.38,20.58,	官方出厂价格	2012-05-07 20:00:00
564	5万-15万	9.98	14.68	9.98,10.98,10.98,12.08,12.68,13.78,11.98,12.88,13.88,14.68,9.98,10.88,10.98,11.98,	官方出厂价格	2012-05-07 20:00:00
112	5万-15万	8.98	9.88	8.98,9.88,	官方出厂价格	2012-05-07 20:00:00
120	5万-15万	10.89	16.39	10.89,11.39,12.79,11.99,13.49,13.69,15.32,15.99,12.39,13.89,16.39,10.89,11.39,12.79,11.99,13.49,15.99,13.69,15.12,	官方出厂价格	2012-05-07 20:00:00
544	45万-55万	49.80	49.80	49.80,	官方出厂价格	2012-05-07 20:00:00
444	5万-15万	7.38	8.88	7.38,8.48,7.78,8.88,8.48,7.38,8.48,7.38,8.48,8.28,8.48,	官方出厂价格	2012-05-07 20:00:00
102	15万-25万	14.98	17.28	14.98,16.28,15.98,17.28,	官方出厂价格	2012-05-07 20:00:00
531	5万-15万	10.68	14.98	10.68,11.68,11.88,12.88,11.68,12.68,14.78,10.88,11.88,11.10,12.10,12.08,13.08,11.88,12.88,13.68,14.78,10.88,11.88,11.10,12.10,12.08,13.08,11.88,12.88,12.28,13.28,13.08,14.98,	官方出厂价格	2012-05-07 20:00:00
110	15万-25万	19.98	22.98	19.98,21.98,22.98,	官方出厂价格	2012-05-07 20:00:00
558	5万-15万	5.59	7.69	5.59,6.49,6.89,7.39,7.49,6.79,7.19,7.69,6.89,7.09,7.59,	官方出厂价格	2012-05-07 20:00:00
560	15万-25万	20.80	22.80	22.80,20.80,21.80,22.80,	官方出厂价格	2012-05-07 20:00:00
566	5万-15万	8.58	10.38	8.58,9.38,9.58,10.38,	官方出厂价格	2012-05-07 20:00:00
568	5万-15万	7.68	10.98	9.98,10.98,9.98,10.98,9.98,10.98,8.18,7.68,9.28,8.78,	官方出厂价格	2012-05-07 20:00:00
569	5万-15万	5.73	8.53	5.73,6.53,6.53,7.33,7.73,8.53,	官方出厂价格	2012-05-07 20:00:00
570	5万-15万	6.58	9.78	6.58,6.98,7.78,7.58,7.88,8.58,8.78,9.58,7.28,7.78,8.28,8.48,9.28,8.88,9.78,	官方出厂价格	2012-05-07 20:00:00
175	25万-35万	27.28	57.81	27.28,29.10,30.98,32.99,36.98,39.90,42.38,46.45,29.10,30.98,32.99,36.98,39.90,42.38,47.12,57.81,	官方出厂价格	2012-05-07 20:00:00
174	35万-45万	29.60	49.85	29.60,35.10,38.88,41.38,44.98,49.85,	官方出厂价格	2012-05-07 20:00:00
